review_id,customer_id,product_id,order_id,rating,review_text
5522,228,405,1812,1,Absolutely loved it!
5523,228,336,1812,2,"It was okay, nothing special."
5524,228,496,1812,3,"It was okay, nothing special."
5525,552,25,1813,5,Would not buy again.
5526,82,23,1814,4,Absolutely loved it!
5527,82,291,1814,3,Great quality for the price.
5528,404,183,1815,4,Absolutely loved it!
5529,404,137,1815,3,Exceeded my expectations.
5530,404,279,1815,2,Exactly what I was looking for!
5531,404,265,1815,1,"It was okay, nothing special."
5532,1790,341,1816,4,"It was okay, nothing special."
5533,1280,302,1817,4,Would not buy again.
5534,1280,262,1817,4,Great quality for the price.
5535,1280,263,1817,5,Exactly what I was looking for!
5536,1167,390,1818,3,Would not buy again.
5537,1167,140,1818,2,"It was okay, nothing special."
5538,1167,7,1818,4,Exceeded my expectations.
5539,1167,184,1818,1,Exactly what I was looking for!
5540,670,179,1819,1,Absolutely loved it!
5541,21,390,1820,3,"It was okay, nothing special."
5542,21,265,1820,3,Would not buy again.
5543,21,129,1820,4,Absolutely loved it!
5544,866,162,1821,1,Great quality for the price.
5545,866,332,1821,3,Exceeded my expectations.
5546,925,370,1822,3,"It was okay, nothing special."
5547,925,468,1822,5,Great quality for the price.
5548,1625,231,1823,4,Absolutely loved it!
5549,1625,442,1823,3,"It was okay, nothing special."
5550,1625,171,1823,4,Exceeded my expectations.
5551,1625,54,1823,1,Absolutely loved it!
5552,201,392,1824,4,Absolutely loved it!
5553,473,386,1825,3,Great quality for the price.
5554,473,439,1825,4,Would not buy again.
5555,473,407,1825,1,Great quality for the price.
5556,473,115,1825,3,Would not buy again.
5557,473,192,1825,2,Exactly what I was looking for!
5558,731,363,1826,3,Exceeded my expectations.
5559,1596,147,1827,1,Great quality for the price.
5560,1596,140,1827,2,Great quality for the price.
5561,1596,441,1827,1,Great quality for the price.
5562,1596,82,1827,1,Exactly what I was looking for!
5563,913,12,1828,1,Exactly what I was looking for!
5564,1921,237,1829,3,Exactly what I was looking for!
5565,1921,32,1829,5,Great quality for the price.
5566,1921,239,1829,4,Would not buy again.
5567,1921,403,1829,3,Exactly what I was looking for!
5568,1921,219,1829,3,Absolutely loved it!
5569,1872,233,1830,2,Absolutely loved it!
5570,1872,269,1830,4,Exactly what I was looking for!
5571,1872,61,1830,2,Would not buy again.
5572,1653,329,1831,4,Exactly what I was looking for!
5573,1653,342,1831,5,"It was okay, nothing special."
5574,1653,432,1831,2,"It was okay, nothing special."
5575,430,113,1832,3,"It was okay, nothing special."
5576,430,476,1832,3,Would not buy again.
5577,1498,431,1833,4,Exactly what I was looking for!
5578,1498,394,1833,4,Exactly what I was looking for!
5579,1498,474,1833,3,"It was okay, nothing special."
5580,1498,398,1833,3,Absolutely loved it!
5581,1498,115,1833,1,Would not buy again.
5582,1160,42,1834,4,Absolutely loved it!
5583,1739,146,1835,3,Would not buy again.
5584,1739,256,1835,1,Exactly what I was looking for!
5585,1739,10,1835,3,Exactly what I was looking for!
5586,1739,285,1835,1,"It was okay, nothing special."
5587,820,197,1836,3,"It was okay, nothing special."
5588,820,363,1836,3,Absolutely loved it!
5589,98,451,1837,1,Exceeded my expectations.
5590,98,316,1837,5,Exceeded my expectations.
5591,98,156,1837,5,Exceeded my expectations.
5592,98,186,1837,2,Great quality for the price.
5593,503,38,1838,2,Absolutely loved it!
5594,503,488,1838,2,"It was okay, nothing special."
5595,503,253,1838,3,Great quality for the price.
5596,503,102,1838,4,Exceeded my expectations.
5597,1323,498,1839,1,Great quality for the price.
5598,1323,243,1839,5,Exactly what I was looking for!
5599,1323,188,1839,4,Exceeded my expectations.
5600,3,479,1840,2,Would not buy again.
5601,3,463,1840,1,Great quality for the price.
5602,3,168,1840,3,Exactly what I was looking for!
5603,3,154,1840,5,Exceeded my expectations.
5604,3,277,1840,1,Absolutely loved it!
5605,217,338,1841,4,Absolutely loved it!
5606,564,351,1842,3,Would not buy again.
5607,564,451,1842,3,"It was okay, nothing special."
5608,564,454,1842,5,Exceeded my expectations.
5609,1543,55,1843,4,"It was okay, nothing special."
5610,1543,329,1843,3,Absolutely loved it!
5611,1543,48,1843,1,Exceeded my expectations.
5612,300,187,1844,2,Exactly what I was looking for!
5613,300,270,1844,1,Exactly what I was looking for!
5614,300,396,1844,5,Great quality for the price.
5615,1365,239,1845,4,Exactly what I was looking for!
5616,1458,210,1846,2,Absolutely loved it!
5617,1458,122,1846,1,Exceeded my expectations.
5618,1458,4,1846,3,Absolutely loved it!
5619,1458,490,1846,3,Exactly what I was looking for!
5620,1458,350,1846,3,Great quality for the price.
5621,163,115,1847,4,Absolutely loved it!
5622,163,84,1847,1,Great quality for the price.
5623,17,417,1848,2,Absolutely loved it!
5624,17,112,1848,5,Absolutely loved it!
5625,17,421,1848,5,Would not buy again.
5626,17,201,1848,5,Would not buy again.
5627,1192,399,1849,2,"It was okay, nothing special."
5628,1138,247,1850,3,Exceeded my expectations.
5629,1138,208,1850,3,Exactly what I was looking for!
5630,240,48,1851,4,Exceeded my expectations.
5631,240,64,1851,1,Exceeded my expectations.
5632,240,183,1851,2,Absolutely loved it!
5633,1051,390,1852,1,Would not buy again.
5634,1051,149,1852,3,Exceeded my expectations.
5635,600,445,1853,5,Absolutely loved it!
5636,600,156,1853,2,"It was okay, nothing special."
5637,600,13,1853,2,Absolutely loved it!
5638,600,299,1853,4,"It was okay, nothing special."
5639,600,15,1853,1,Exceeded my expectations.
5640,1731,284,1854,1,Exactly what I was looking for!
5641,1731,151,1854,2,Exceeded my expectations.
5642,1731,275,1854,5,Exceeded my expectations.
5643,1731,194,1854,5,Exceeded my expectations.
5644,1731,277,1854,2,Exceeded my expectations.
5645,790,21,1855,2,Exceeded my expectations.
5646,1365,494,1856,3,Would not buy again.
5647,1365,402,1856,2,"It was okay, nothing special."
5648,1365,330,1856,1,Exceeded my expectations.
5649,1365,145,1856,5,Would not buy again.
5650,838,166,1857,2,Would not buy again.
5651,838,309,1857,2,"It was okay, nothing special."
5652,838,214,1857,3,Great quality for the price.
5653,838,46,1857,4,Would not buy again.
5654,838,13,1857,4,Exactly what I was looking for!
5655,1754,217,1858,4,Exceeded my expectations.
5656,1260,270,1859,2,Would not buy again.
5657,1260,230,1859,1,Great quality for the price.
5658,1260,482,1859,2,Great quality for the price.
5659,1260,379,1859,2,Exceeded my expectations.
5660,1260,218,1859,2,"It was okay, nothing special."
5661,1626,387,1860,4,Exceeded my expectations.
5662,1626,480,1860,5,Great quality for the price.
5663,1626,174,1860,2,"It was okay, nothing special."
5664,1626,490,1860,4,Exactly what I was looking for!
5665,1626,400,1860,5,"It was okay, nothing special."
5666,1061,36,1861,5,Great quality for the price.
5667,103,440,1862,3,Great quality for the price.
5668,103,433,1862,1,Exceeded my expectations.
5669,103,479,1862,3,Exceeded my expectations.
5670,1727,407,1863,3,"It was okay, nothing special."
5671,1977,187,1864,4,Great quality for the price.
5672,1977,83,1864,4,Great quality for the price.
5673,1503,338,1865,3,"It was okay, nothing special."
5674,1503,62,1865,3,Absolutely loved it!
5675,1503,11,1865,2,Great quality for the price.
5676,1503,40,1865,4,Absolutely loved it!
5677,527,245,1866,4,Would not buy again.
5678,1049,40,1867,1,Great quality for the price.
5679,1049,50,1867,5,Would not buy again.
5680,1049,83,1867,5,Exactly what I was looking for!
5681,1049,342,1867,2,Absolutely loved it!
5682,1049,60,1867,2,Would not buy again.
5683,1657,232,1868,5,Exceeded my expectations.
5684,1657,490,1868,1,Exactly what I was looking for!
5685,1968,16,1869,5,"It was okay, nothing special."
5686,1968,171,1869,5,Great quality for the price.
5687,1140,6,1870,2,Would not buy again.
5688,299,204,1871,1,Exceeded my expectations.
5689,299,496,1871,3,Exactly what I was looking for!
5690,731,411,1872,1,Exactly what I was looking for!
5691,731,498,1872,2,"It was okay, nothing special."
5692,731,194,1872,4,Exactly what I was looking for!
5693,731,184,1872,5,Would not buy again.
5694,731,217,1872,2,Absolutely loved it!
5695,1765,210,1873,5,Exceeded my expectations.
5696,1765,393,1873,3,Exactly what I was looking for!
5697,1765,413,1873,5,Exceeded my expectations.
5698,1765,362,1873,1,Great quality for the price.
5699,1765,402,1873,1,Exceeded my expectations.
5700,1410,263,1874,3,"It was okay, nothing special."
5701,1410,337,1874,5,"It was okay, nothing special."
5702,1410,472,1874,3,Exceeded my expectations.
5703,1410,37,1874,4,Would not buy again.
5704,1386,488,1875,1,Great quality for the price.
5705,1386,163,1875,1,"It was okay, nothing special."
5706,1386,379,1875,2,Exactly what I was looking for!
5707,574,351,1876,4,Exactly what I was looking for!
5708,574,83,1876,4,"It was okay, nothing special."
5709,765,345,1877,4,Would not buy again.
5710,765,123,1877,4,Absolutely loved it!
5711,765,225,1877,1,Exceeded my expectations.
5712,765,470,1877,3,"It was okay, nothing special."
5713,765,351,1877,3,Great quality for the price.
5714,477,167,1878,2,Exactly what I was looking for!
5715,477,415,1878,3,"It was okay, nothing special."
5716,477,254,1878,1,"It was okay, nothing special."
5717,477,341,1878,2,Great quality for the price.
5718,477,199,1878,1,Would not buy again.
5719,1970,340,1879,4,Exactly what I was looking for!
5720,1970,129,1879,2,Great quality for the price.
5721,1970,93,1879,2,Great quality for the price.
5722,1970,174,1879,5,Would not buy again.
5723,1358,28,1880,3,Great quality for the price.
5724,1358,362,1880,4,Would not buy again.
5725,1358,196,1880,2,"It was okay, nothing special."
5726,1358,267,1880,2,"It was okay, nothing special."
5727,1358,172,1880,3,Exceeded my expectations.
5728,289,193,1881,2,Exactly what I was looking for!
5729,289,141,1881,1,Great quality for the price.
5730,289,282,1881,3,Great quality for the price.
5731,1720,213,1882,4,"It was okay, nothing special."
5732,1720,419,1882,1,Exactly what I was looking for!
5733,1720,381,1882,2,"It was okay, nothing special."
5734,1720,309,1882,4,Would not buy again.
5735,1720,349,1882,4,Great quality for the price.
5736,1255,292,1883,1,Absolutely loved it!
5737,1255,49,1883,3,Would not buy again.
5738,1255,453,1883,5,Exceeded my expectations.
5739,1255,422,1883,2,Exactly what I was looking for!
5740,1746,445,1884,1,Great quality for the price.
5741,1746,243,1884,4,Would not buy again.
5742,1746,398,1884,2,Would not buy again.
5743,1746,54,1884,2,Great quality for the price.
5744,1744,382,1885,3,"It was okay, nothing special."
5745,1744,240,1885,3,Great quality for the price.
5746,1195,77,1886,2,Exactly what I was looking for!
5747,1195,86,1886,1,Would not buy again.
5748,1195,355,1886,2,Would not buy again.
5749,1195,44,1886,5,Exactly what I was looking for!
5750,1105,360,1887,5,Exceeded my expectations.
5751,1105,384,1887,1,Exceeded my expectations.
5752,1105,404,1887,4,Exactly what I was looking for!
5753,1318,378,1888,5,Exceeded my expectations.
5754,1318,193,1888,3,Exceeded my expectations.
5755,1930,304,1889,2,"It was okay, nothing special."
5756,1930,39,1889,5,Absolutely loved it!
5757,1930,329,1889,3,Absolutely loved it!
5758,1930,407,1889,2,Would not buy again.
5759,1930,470,1889,5,"It was okay, nothing special."
5760,1200,37,1890,1,"It was okay, nothing special."
5761,1200,190,1890,3,Would not buy again.
5762,130,212,1891,4,Exceeded my expectations.
5763,130,16,1891,1,Exactly what I was looking for!
5764,130,173,1891,1,Exactly what I was looking for!
5765,130,471,1891,2,Absolutely loved it!
5766,208,296,1892,2,Would not buy again.
5767,1193,301,1893,5,"It was okay, nothing special."
5768,1193,484,1893,5,Great quality for the price.
5769,784,238,1894,1,"It was okay, nothing special."
5770,1022,136,1895,3,"It was okay, nothing special."
5771,606,45,1896,5,Would not buy again.
5772,606,293,1896,4,"It was okay, nothing special."
5773,606,373,1896,1,Exceeded my expectations.
5774,606,218,1896,5,Would not buy again.
5775,561,323,1897,4,Exactly what I was looking for!
5776,561,260,1897,5,Exactly what I was looking for!
5777,561,470,1897,3,Exceeded my expectations.
5778,130,28,1898,4,Exactly what I was looking for!
5779,130,329,1898,4,Would not buy again.
5780,130,201,1898,1,Would not buy again.
5781,130,9,1898,4,Exactly what I was looking for!
5782,130,283,1898,5,"It was okay, nothing special."
5783,1310,152,1899,3,Exactly what I was looking for!
5784,1310,183,1899,4,Exceeded my expectations.
5785,1310,210,1899,5,"It was okay, nothing special."
5786,1310,262,1899,5,Exceeded my expectations.
5787,1310,472,1899,1,Exceeded my expectations.
5788,1395,326,1900,4,"It was okay, nothing special."
5789,1395,369,1900,3,Great quality for the price.
5790,560,445,1901,4,Absolutely loved it!
5791,1624,277,1902,1,Exactly what I was looking for!
5792,1624,280,1902,2,Absolutely loved it!
5793,1624,265,1902,4,"It was okay, nothing special."
5794,1624,383,1902,4,Great quality for the price.
5795,1624,45,1902,1,Great quality for the price.
5796,1669,397,1903,2,Exactly what I was looking for!
5797,1669,24,1903,2,Exactly what I was looking for!
5798,1669,422,1903,1,Exceeded my expectations.
5799,1669,282,1903,1,Great quality for the price.
5800,1335,180,1904,5,Absolutely loved it!
5801,1335,382,1904,3,Exactly what I was looking for!
5802,1335,171,1904,2,Absolutely loved it!
5803,1335,481,1904,2,Exceeded my expectations.
5804,909,6,1905,5,"It was okay, nothing special."
5805,1027,362,1906,2,"It was okay, nothing special."
5806,1027,451,1906,5,Exceeded my expectations.
5807,1027,4,1906,3,Exceeded my expectations.
5808,458,267,1907,2,Great quality for the price.
5809,458,167,1907,1,Absolutely loved it!
5810,796,451,1908,3,Absolutely loved it!
5811,796,194,1908,1,Absolutely loved it!
5812,796,90,1908,1,Would not buy again.
5813,796,493,1908,5,Would not buy again.
5814,796,2,1908,2,"It was okay, nothing special."
5815,1655,241,1909,3,Great quality for the price.
5816,1655,181,1909,1,Exactly what I was looking for!
5817,426,446,1910,4,"It was okay, nothing special."
5818,426,205,1910,5,Exactly what I was looking for!
5819,1221,299,1911,3,Would not buy again.
5820,1221,117,1911,2,Exceeded my expectations.
5821,1831,251,1912,1,"It was okay, nothing special."
5822,1831,364,1912,3,Exactly what I was looking for!
5823,1949,120,1913,4,Absolutely loved it!
5824,1949,218,1913,3,"It was okay, nothing special."
5825,1949,295,1913,3,Great quality for the price.
5826,1470,162,1914,5,Absolutely loved it!
5827,1470,14,1914,5,Would not buy again.
5828,1218,244,1915,2,Absolutely loved it!
5829,1218,139,1915,1,Exceeded my expectations.
5830,1218,328,1915,1,Exactly what I was looking for!
5831,1218,395,1915,4,Great quality for the price.
5832,106,224,1916,1,Exactly what I was looking for!
5833,106,309,1916,3,Exactly what I was looking for!
5834,766,260,1917,3,Would not buy again.
5835,766,401,1917,5,Exceeded my expectations.
5836,766,447,1917,2,Would not buy again.
5837,766,431,1917,1,Great quality for the price.
5838,766,428,1917,1,Would not buy again.
5839,1155,80,1918,4,Exceeded my expectations.
5840,1094,127,1919,4,Great quality for the price.
5841,1094,444,1919,4,Great quality for the price.
5842,1094,93,1919,1,Exceeded my expectations.
5843,1094,62,1919,5,Exceeded my expectations.
5844,1572,416,1920,2,Absolutely loved it!
5845,1891,27,1921,3,Exceeded my expectations.
5846,1891,422,1921,5,Exactly what I was looking for!
5847,1891,166,1921,4,Absolutely loved it!
5848,138,212,1922,5,Would not buy again.
5849,138,315,1922,2,Exceeded my expectations.
5850,138,7,1922,5,Would not buy again.
5851,235,165,1923,4,Absolutely loved it!
5852,1946,306,1924,5,Exactly what I was looking for!
5853,1946,285,1924,3,Would not buy again.
5854,1946,97,1924,1,Exactly what I was looking for!
5855,834,329,1925,4,Absolutely loved it!
5856,834,33,1925,5,Absolutely loved it!
5857,491,45,1926,2,Great quality for the price.
5858,491,483,1926,2,Absolutely loved it!
5859,491,378,1926,3,Would not buy again.
5860,491,204,1926,2,Would not buy again.
5861,491,489,1926,2,"It was okay, nothing special."
5862,450,139,1927,3,Absolutely loved it!
5863,450,196,1927,4,"It was okay, nothing special."
5864,450,11,1927,5,"It was okay, nothing special."
5865,450,52,1927,3,"It was okay, nothing special."
5866,707,296,1928,1,Great quality for the price.
5867,707,175,1928,5,Would not buy again.
5868,707,449,1928,4,Exactly what I was looking for!
5869,6,458,1929,5,Exceeded my expectations.
5870,6,24,1929,3,Absolutely loved it!
5871,1450,224,1930,5,"It was okay, nothing special."
5872,1765,376,1931,1,Exactly what I was looking for!
5873,1765,155,1931,2,Exceeded my expectations.
5874,1623,78,1932,3,Great quality for the price.
5875,1586,466,1933,4,Exceeded my expectations.
5876,1586,210,1933,1,Great quality for the price.
5877,659,35,1934,4,"It was okay, nothing special."
5878,659,71,1934,4,Would not buy again.
5879,659,304,1934,1,Great quality for the price.
5880,659,29,1934,2,Would not buy again.
5881,512,7,1935,5,Exactly what I was looking for!
5882,512,169,1935,2,Absolutely loved it!
5883,512,188,1935,1,"It was okay, nothing special."
5884,512,252,1935,1,"It was okay, nothing special."
5885,512,31,1935,3,Great quality for the price.
5886,786,202,1936,4,Exactly what I was looking for!
5887,786,242,1936,4,Absolutely loved it!
5888,397,346,1937,3,Would not buy again.
5889,397,265,1937,4,Exceeded my expectations.
5890,397,456,1937,1,Great quality for the price.
5891,397,459,1937,2,"It was okay, nothing special."
5892,397,320,1937,2,Great quality for the price.
5893,1280,356,1938,4,Exactly what I was looking for!
5894,1280,93,1938,4,"It was okay, nothing special."
5895,1971,498,1939,5,"It was okay, nothing special."
5896,1971,112,1939,4,"It was okay, nothing special."
5897,1971,366,1939,5,Would not buy again.
5898,1971,247,1939,4,Would not buy again.
5899,1926,146,1940,4,Absolutely loved it!
5900,1926,97,1940,5,Absolutely loved it!
5901,1926,188,1940,2,Exceeded my expectations.
5902,1808,215,1941,2,Exactly what I was looking for!
5903,1808,382,1941,1,Exactly what I was looking for!
5904,1808,483,1941,1,Exceeded my expectations.
5905,1017,40,1942,3,Absolutely loved it!
5906,1017,408,1942,2,Exactly what I was looking for!
5907,1017,398,1942,4,"It was okay, nothing special."
5908,1017,442,1942,4,Exceeded my expectations.
5909,1127,419,1943,1,"It was okay, nothing special."
5910,1127,474,1943,1,Exceeded my expectations.
5911,1127,421,1943,3,Would not buy again.
5912,525,378,1944,4,Would not buy again.
5913,525,402,1944,1,Great quality for the price.
5914,525,482,1944,3,Absolutely loved it!
5915,1319,124,1945,1,Exactly what I was looking for!
5916,1319,133,1945,5,Exceeded my expectations.
5917,1319,186,1945,1,Exceeded my expectations.
5918,1319,459,1945,2,"It was okay, nothing special."
5919,725,185,1946,2,Exactly what I was looking for!
5920,725,4,1946,5,Exceeded my expectations.
5921,725,198,1946,1,Would not buy again.
5922,725,129,1946,4,Absolutely loved it!
5923,272,283,1947,4,Would not buy again.
5924,272,332,1947,3,"It was okay, nothing special."
5925,1449,161,1948,4,Great quality for the price.
5926,1449,60,1948,2,Great quality for the price.
5927,1315,27,1949,4,Exactly what I was looking for!
5928,757,258,1950,2,Great quality for the price.
5929,757,90,1950,4,Would not buy again.
5930,757,208,1950,5,"It was okay, nothing special."
5931,757,54,1950,5,Exceeded my expectations.
5932,886,243,1951,3,Exceeded my expectations.
5933,1290,192,1952,2,"It was okay, nothing special."
5934,1290,353,1952,4,Absolutely loved it!
5935,1290,313,1952,4,Absolutely loved it!
5936,1290,110,1952,2,Would not buy again.
5937,1290,67,1952,1,Great quality for the price.
5938,350,488,1953,5,Exceeded my expectations.
5939,350,78,1953,1,Exactly what I was looking for!
5940,1947,466,1954,5,Would not buy again.
5941,1947,38,1954,3,Absolutely loved it!
5942,1947,124,1954,1,Exceeded my expectations.
5943,1947,496,1954,1,Absolutely loved it!
5944,1947,243,1954,4,Would not buy again.
5945,800,152,1955,2,Absolutely loved it!
5946,407,143,1956,3,Great quality for the price.
5947,407,66,1956,4,Would not buy again.
5948,407,474,1956,2,"It was okay, nothing special."
5949,407,119,1956,2,Exceeded my expectations.
5950,385,252,1957,4,Absolutely loved it!
5951,765,495,1958,1,"It was okay, nothing special."
5952,765,478,1958,5,Exceeded my expectations.
5953,765,220,1958,4,Exceeded my expectations.
5954,765,341,1958,3,Would not buy again.
5955,493,367,1959,5,Would not buy again.
5956,1951,113,1960,1,Absolutely loved it!
5957,1951,367,1960,3,Would not buy again.
5958,1951,70,1960,4,Absolutely loved it!
5959,1697,495,1961,1,"It was okay, nothing special."
5960,1783,37,1962,4,Exactly what I was looking for!
5961,1783,462,1962,1,Absolutely loved it!
5962,1783,246,1962,5,Would not buy again.
5963,1374,312,1963,1,"It was okay, nothing special."
5964,1374,404,1963,2,Would not buy again.
5965,1374,154,1963,3,"It was okay, nothing special."
5966,1374,173,1963,2,Would not buy again.
5967,1452,459,1964,1,Would not buy again.
5968,1452,491,1964,1,Great quality for the price.
5969,721,196,1965,4,Great quality for the price.
5970,721,96,1965,1,Would not buy again.
5971,332,51,1966,2,"It was okay, nothing special."
5972,332,253,1966,2,Exceeded my expectations.
5973,332,73,1966,4,Exactly what I was looking for!
5974,332,238,1966,5,Would not buy again.
5975,332,300,1966,2,"It was okay, nothing special."
5976,773,454,1967,1,Absolutely loved it!
5977,1777,380,1968,4,Exactly what I was looking for!
5978,446,147,1969,1,Would not buy again.
5979,446,80,1969,3,Would not buy again.
5980,446,120,1969,1,Exactly what I was looking for!
5981,1235,323,1970,2,Would not buy again.
5982,1235,144,1970,5,Great quality for the price.
5983,1235,163,1970,5,Exceeded my expectations.
5984,1517,86,1971,1,Absolutely loved it!
5985,1517,266,1971,4,Exceeded my expectations.
5986,277,372,1972,3,Exceeded my expectations.
5987,145,61,1973,4,"It was okay, nothing special."
5988,145,496,1973,4,Exactly what I was looking for!
5989,145,53,1973,1,Would not buy again.
5990,145,136,1973,3,Exceeded my expectations.
5991,1138,99,1974,4,"It was okay, nothing special."
5992,1138,339,1974,2,Exactly what I was looking for!
5993,1138,4,1974,4,Great quality for the price.
5994,1014,60,1975,5,Exactly what I was looking for!
5995,1014,346,1975,4,Absolutely loved it!
5996,1828,260,1976,2,Exceeded my expectations.
5997,673,159,1977,5,Exceeded my expectations.
5998,673,426,1977,3,Exactly what I was looking for!
5999,673,19,1977,3,"It was okay, nothing special."
6000,673,444,1977,4,Exceeded my expectations.
6001,989,312,1978,4,Exceeded my expectations.
6002,989,489,1978,2,Exceeded my expectations.
6003,989,143,1978,1,Exactly what I was looking for!
6004,989,48,1978,2,Exactly what I was looking for!
6005,989,1,1978,3,Exceeded my expectations.
6006,340,416,1979,5,"It was okay, nothing special."
6007,340,450,1979,2,Absolutely loved it!
6008,340,143,1979,1,Would not buy again.
6009,340,383,1979,2,Great quality for the price.
6010,1514,77,1980,1,Great quality for the price.
6011,1389,137,1981,1,Would not buy again.
6012,1375,16,1982,1,Absolutely loved it!
6013,1068,44,1983,4,Would not buy again.
6014,1176,496,1984,2,Absolutely loved it!
6015,1176,359,1984,1,Exactly what I was looking for!
6016,1449,198,1985,4,Absolutely loved it!
6017,1860,176,1986,5,Absolutely loved it!
6018,1860,309,1986,2,Absolutely loved it!
6019,1860,448,1986,3,Exceeded my expectations.
6020,1860,246,1986,3,Great quality for the price.
6021,685,327,1987,4,Exactly what I was looking for!
6022,1244,87,1988,4,Exceeded my expectations.
6023,1244,49,1988,4,"It was okay, nothing special."
6024,1244,190,1988,1,"It was okay, nothing special."
6025,1244,150,1988,3,Exactly what I was looking for!
6026,1244,383,1988,1,Exceeded my expectations.
6027,1130,286,1989,3,Would not buy again.
6028,1130,480,1989,2,Would not buy again.
6029,82,483,1990,2,Absolutely loved it!
6030,82,280,1990,1,Exceeded my expectations.
6031,548,472,1991,5,Exceeded my expectations.
6032,548,90,1991,1,Absolutely loved it!
6033,548,334,1991,2,"It was okay, nothing special."
6034,1834,132,1992,5,Exceeded my expectations.
6035,1011,255,1993,1,Absolutely loved it!
6036,425,132,1994,4,Great quality for the price.
6037,425,192,1994,5,Would not buy again.
6038,425,399,1994,1,Great quality for the price.
6039,1105,185,1995,3,"It was okay, nothing special."
6040,1105,44,1995,1,Exceeded my expectations.
6041,1105,40,1995,4,Exceeded my expectations.
6042,1105,392,1995,2,Absolutely loved it!
6043,1182,127,1996,3,Absolutely loved it!
6044,1182,75,1996,5,Great quality for the price.
6045,1182,269,1996,3,Exceeded my expectations.
6046,1282,52,1997,2,Would not buy again.
6047,1282,320,1997,3,Would not buy again.
6048,1282,40,1997,2,Exceeded my expectations.
6049,1282,283,1997,5,Great quality for the price.
6050,1261,207,1998,4,"It was okay, nothing special."
6051,1261,77,1998,2,Great quality for the price.
6052,1261,460,1998,1,Great quality for the price.
6053,1535,379,1999,3,"It was okay, nothing special."
6054,1535,265,1999,3,Great quality for the price.
6055,1535,275,1999,2,"It was okay, nothing special."
6056,1131,164,2000,1,Exactly what I was looking for!
6057,641,466,2001,4,Absolutely loved it!
6058,641,393,2001,1,Exceeded my expectations.
6059,641,130,2001,2,Great quality for the price.
6060,641,328,2001,3,Absolutely loved it!
6061,641,465,2001,2,Exactly what I was looking for!
6062,1325,424,2002,5,Exactly what I was looking for!
6063,1325,466,2002,3,Exceeded my expectations.
6064,1325,489,2002,5,"It was okay, nothing special."
6065,1325,206,2002,5,"It was okay, nothing special."
6066,1071,319,2003,4,Exactly what I was looking for!
6067,650,131,2004,5,Absolutely loved it!
6068,650,379,2004,1,Exceeded my expectations.
6069,650,344,2004,5,Exceeded my expectations.
6070,821,107,2005,4,"It was okay, nothing special."
6071,821,204,2005,5,Exactly what I was looking for!
6072,989,180,2006,4,Exceeded my expectations.
6073,989,254,2006,1,Absolutely loved it!
6074,1676,8,2007,5,Great quality for the price.
6075,1676,486,2007,4,"It was okay, nothing special."
6076,1676,330,2007,2,Exceeded my expectations.
6077,1676,13,2007,1,Would not buy again.
6078,347,398,2008,5,Exactly what I was looking for!
6079,1750,336,2009,5,Great quality for the price.
6080,1750,459,2009,3,Great quality for the price.
6081,1750,378,2009,3,Would not buy again.
6082,1690,22,2010,3,Exactly what I was looking for!
6083,1690,467,2010,4,Absolutely loved it!
6084,1690,236,2010,2,"It was okay, nothing special."
6085,1565,357,2011,1,"It was okay, nothing special."
6086,1565,123,2011,3,"It was okay, nothing special."
6087,1565,24,2011,4,Exactly what I was looking for!
6088,1565,158,2011,5,Would not buy again.
6089,1696,64,2012,2,Exceeded my expectations.
6090,1696,225,2012,3,Would not buy again.
6091,42,151,2013,2,Exactly what I was looking for!
6092,42,186,2013,4,Exactly what I was looking for!
6093,64,451,2014,4,Exceeded my expectations.
6094,64,106,2014,5,Absolutely loved it!
6095,64,123,2014,4,"It was okay, nothing special."
6096,620,14,2015,5,Exceeded my expectations.
6097,620,232,2015,2,Absolutely loved it!
6098,620,283,2015,3,Absolutely loved it!
6099,620,131,2015,1,"It was okay, nothing special."
6100,223,95,2016,1,"It was okay, nothing special."
6101,223,374,2016,1,Would not buy again.
6102,223,489,2016,4,Absolutely loved it!
6103,223,305,2016,1,Exceeded my expectations.
6104,223,377,2016,1,Absolutely loved it!
6105,143,306,2017,1,Great quality for the price.
6106,143,19,2017,1,Exactly what I was looking for!
6107,358,387,2018,1,Would not buy again.
6108,358,235,2018,4,Exceeded my expectations.
6109,358,473,2018,5,"It was okay, nothing special."
6110,358,31,2018,4,"It was okay, nothing special."
6111,358,462,2018,4,"It was okay, nothing special."
6112,848,238,2019,1,Would not buy again.
6113,1892,148,2020,4,Exceeded my expectations.
6114,919,420,2021,4,Exceeded my expectations.
6115,919,490,2021,2,Would not buy again.
6116,919,42,2021,1,Would not buy again.
6117,344,450,2022,3,Absolutely loved it!
6118,344,486,2022,4,Absolutely loved it!
6119,1364,499,2023,3,Exactly what I was looking for!
6120,1364,286,2023,4,Exactly what I was looking for!
6121,1364,300,2023,1,Would not buy again.
6122,1364,373,2023,4,Would not buy again.
6123,1364,34,2023,4,"It was okay, nothing special."
6124,1826,248,2024,2,Absolutely loved it!
6125,1826,219,2024,5,Great quality for the price.
6126,1826,479,2024,3,"It was okay, nothing special."
6127,1620,230,2025,5,"It was okay, nothing special."
6128,1620,353,2025,1,"It was okay, nothing special."
6129,1620,232,2025,3,Great quality for the price.
6130,1620,410,2025,5,Exceeded my expectations.
